True Strain (unitless),True Stress (Pa)
0.009415534409692795,499553.28205128206
0.009514592368585486,499602.76923076925
0.009653257028138346,510027.94871794875
0.009722582148123342,510063.30769230775
0.009831511913289188,517887.17948717944
0.009930528676908364,517938.46153846156
0.010049335853001438,525770.0
0.010148331051815136,525822.0512820514
0.010247316451549499,525874.1025641026
0.010346292054144267,536289.2307692308
0.010445257861538604,536342.3076923076
0.010544213875671097,536395.3846153846
0.01064316009847976,536448.4615384615
0.010742096531902029,536501.5384615384
0.010841023177874769,544330.7692307692
0.010939940038334263,544384.6153846154
0.011038847115216448,544438.4615384616
0.011137744410456021,544492.3076923077
0.011236631925987768,544546.1538461539
0.01143437762566317,544653.8461538462
0.01143437762566317,544653.8461538462
0.011632084229707696,544761.5384615385
0.011730922875698699,544815.3846153846
0.011829751753577221,544869.2307692309
0.011928570865273812,544923.076923077
0.012027380212718455,544976.9230769231
0.012126179797840555,545030.7692307692
0.012224969622568948,552871.5384615384
0.012323749688831903,552926.1538461538
0.01242251999855711,552980.7692307691
0.012521280553671691,553035.3846153845
0.012620031356102198,553089.9999999999
0.012718772407774612,553144.6153846153
0.012817503710614343,563587.9487179486
0.01291622526654623,563643.5897435896
0.013014937077494763,563699.2307692308
0.0132123314721349,571605.1282051282
0.0132123314721349,571605.1282051282
0.013311014059672416,571661.5384615385
0.01340968690991774,579514.1025641026
0.013508350024792299,589967.1794871795
0.013607003406216947,590025.3846153846
0.013705647056111967,597882.0512820513
0.01380428097639708,597941.0256410256
0.01400151963581361,605859.7435897436
0.014100124378781626,605919.4871794872
0.014198719399812928,605979.2307692309
0.014297304700824394,616443.0769230769
0.01439588028373234,624307.6923076923
0.014494446150452511,624369.2307692308
0.014593002302900086,632236.1538461539
0.014691548742989682,632298.4615384615
0.014790085472635345,642770.0
0.014888612493750559,650641.0256410255
0.014987129808248238,650705.1282051281
0.015085637418040953,650769.2307692309
0.015184135325040055,658643.3333333334
0.015282623531156982,669122.5641025641
0.015381102038302391,669188.4615384616
0.015479570848386375,677066.6666666666
0.015578029963318462,677133.3333333334
0.015676479385007616,685013.8461538462
0.01577491911536224,695500.7692307692
0.015873349156290163,703384.6153846155
0.015971769509698665,711270.0
0.01607018017749446,711340.0
0.01616858116158369,721833.5897435897
0.01626697246387194,721904.6153846154
0.01636535408626423,729794.8717948719
0.01656208829897823,729938.4615384615
0.01666044089310717,737831.7948717948
0.016758783814954624,737904.3589743589
0.016857117066422806,748407.6923076923
0.01695544064941337,756305.1282051281
0.01705375456582762,764204.1025641027
0.01715205881756566,764279.230769231
0.017250353406527672,774789.2307692308
0.017348638334613073,774865.3846153846
0.017446913603720703,782769.2307692309
0.017545179215748864,782846.1538461539
0.01764343517259528,790752.3076923077
0.017741681476157126,790830.0000000001
0.017839918128331016,801348.7179487179
0.017938145131012998,801427.4358974359
